5
0.258788	1.702066
0.984753	1.813883
1.746367	1.660731
0.977076	0.991885
1.001458	0.241705
0.961323	0.845949
0.938607	1.179289
0.877644	1.163469
0.856505	0.985986
0.849318	0.838866
1.014805	1.070319
0.962087	0.998461
0.869895	0.968052
1.016931	1.054364
1.190198	0.911821
0.953134	0.816003
1.038106	0.809086
1.093609	1.096231
1.052190	0.813208
1.056565	1.112573
0.805346	0.916761
1.151607	0.944130
0.914493	0.841376
0.989218	1.088168
1.186883	0.893802
0.925660	0.868815
1.024501	1.155211
1.027627	1.137955
0.991325	1.142557
0.992938	1.063623
1.085729	0.966583
0.865556	1.160240
0.974645	0.874410
0.971839	1.147310
0.919844	1.077238
1.172152	0.866709
1.043699	0.969035
0.931404	0.968345
1.110628	0.841721
0.811066	0.892214
1.187873	1.017265
0.995776	0.867803
1.040326	1.158060
0.967338	1.056129
1.152180	0.806643
1.145076	0.874386
0.866842	0.905860
0.913296	1.165598
1.098487	1.005943
0.801148	0.896508
0.890499	0.888394
1.056819	0.814494
1.033789	0.989880
1.121844	1.003988
1.191478	1.073219
1.034294	0.889566
0.969361	0.807260
1.110732	1.144923
0.977571	1.014884
0.941519	0.815135
1.181532	1.043066
0.980556	0.814311
0.850327	0.921027
0.864785	1.010825
0.817893	1.073891
1.005223	1.112916
1.070769	0.929090
1.027619	1.169271
1.000750	1.068178
0.898579	1.108278
1.023680	1.075041
1.108940	1.050481
1.095256	1.123336
0.824488	1.012745
0.991127	1.058082
1.096427	0.823671
0.935380	1.085749
1.156418	1.045595
1.173601	0.815497
1.054839	1.170423
0.979712	1.067653
0.887053	1.065711
0.821546	1.184789
0.848387	0.956733
1.110499	0.923767
0.852895	0.967933
1.000177	1.171178
1.047653	0.929861
0.922952	1.029215
0.980198	1.000147
1.143687	1.188206
0.963679	1.055738
0.833859	1.171360
1.042738	0.848965
1.058371	1.102261
0.847967	0.862766
1.043774	1.123876
1.036920	1.021052
0.906764	1.026564
0.953807	1.157314
0.831766	0.852406
0.921492	1.147375
1.066243	0.886452
0.840196	0.862453
1.044399	1.000973
0.942163	0.886359
0.975079	0.882840
1.033701	0.928642
0.997506	0.907916
0.981887	1.078267
1.033057	1.042629
0.980550	1.007295
1.104974	0.970367
0.901613	1.161729
1.114559	0.963569
0.912265	0.828015
1.140978	1.181292
0.915382	1.117348
0.975561	0.965797
0.908807	1.098829
0.837929	1.122699
1.036090	1.072394
1.166633	0.950129
1.170530	0.828703
0.833316	1.075595
0.828333	1.104334
0.977087	0.861655
1.060156	0.971769
1.006293	1.071745
0.961285	1.057526
0.835785	1.048354
1.104861	1.192379
1.176050	1.083371
0.848844	0.883554
0.939414	1.006317
1.138881	1.149715
1.195635	1.146029
0.914197	1.110514
0.800331	0.985035
1.005637	1.088868
1.188705	1.157861
0.850000	1.001575
0.851402	1.086724
0.944765	0.829852
1.127134	0.925687
1.172997	1.066479
0.823301	0.884494
1.110309	0.984729
0.966699	1.140179
1.152725	1.079301
1.167831	1.007095
1.165109	0.807058
1.050000	0.844004
1.139652	0.809063
0.915022	1.144054
0.154543	0.301315
0.498036	0.251283
0.118899	0.399368
0.122100	0.418753
0.485451	0.066865
0.189834	0.279086
0.416243	0.256187
0.427113	0.047338
0.233481	0.123115
0.416761	0.312303
0.289798	0.011931
0.473626	0.322200
0.323873	0.407310
0.368310	0.058832
0.259792	0.334276
0.241854	0.020546
0.024132	0.259869
0.261024	0.351203
0.311361	0.288082
0.457282	0.193221
0.321890	0.172346
0.183374	0.412430
0.281261	0.199184
0.065383	0.337038
0.231205	0.327914
0.172110	0.018659
0.367057	0.182690
0.447529	0.043779
0.139855	0.317695
0.056675	0.187506
0.124239	0.070322
0.021501	0.353238
0.456751	0.131339
0.310026	0.037292
0.460543	0.007865
0.484522	0.413680
0.227531	0.291579
0.005746	0.455514
0.117998	0.075585
0.441764	0.247335
0.030139	0.007981
0.497510	0.022207
0.381944	0.438896
0.288936	0.454164
0.428372	0.369110
0.035051	0.418671
0.204056	0.077626
0.442413	0.208682
0.218138	0.050290
0.021049	0.216805
0.449050	0.356106
0.372574	0.403075
0.360067	0.166318
0.354766	0.327335
0.327699	0.154358
0.026702	0.445263
